LOCATION,Country,TIME,Time,School_Life_Expectancy,sex
LUX,Luxembourg,2018,2018,14.05132,Male
LUX,Luxembourg,2019,2019,14.12903,Male
LUX,Luxembourg,2020,2020,14.11478,Male
LUX,Luxembourg,2021,2021,14.08836,Male
SVN,Slovenia,2017,2017,16.75787,Male
SVN,Slovenia,2018,2018,16.72535,Male
SVN,Slovenia,2019,2019,16.56487,Male
SVN,Slovenia,2020,2020,16.49482,Male
SVN,Slovenia,2021,2021,16.58584,Male
SVN,Slovenia,2022,2022,16.66216,Male
SAU,Saudi Arabia,2017,2017,15.04058,Male
SAU,Saudi Arabia,2018,2018,15.21622,Male
SAU,Saudi Arabia,2019,2019,15.54208,Male
SAU,Saudi Arabia,2020,2020,15.38368,Male
SAU,Saudi Arabia,2021,2021,15.48644,Male
SAU,Saudi Arabia,2022,2022,16.3838,Male
GRC,Greece,2017,2017,18.85395,Male
GRC,Greece,2018,2018,19.2205,Male
GRC,Greece,2019,2019,19.76819,Male
GRC,Greece,2020,2020,19.82952,Male
GRC,Greece,2021,2021,20.19032,Male
ECU,Ecuador,2018,2018,14.4489,Male
ECU,Ecuador,2019,2019,14.16719,Male
ECU,Ecuador,2020,2020,14.44118,Male
ITA,Italy,2017,2017,15.86068,Male
ITA,Italy,2018,2018,15.98814,Male
ITA,Italy,2019,2019,16.02843,Male
ITA,Italy,2020,2020,16.09837,Male
ITA,Italy,2021,2021,16.20886,Male
BHR,Bahrain,2017,2017,16.91294,Male
BHR,Bahrain,2018,2018,16.58231,Male
BHR,Bahrain,2019,2019,16.98129,Male
BHR,Bahrain,2022,2022,17.00641,Male
LSO,Lesotho,2017,2017,10.97591,Male
THA,Thailand,2020,2020,15.70824,Male
EST,Estonia,2017,2017,16.60347,Male
EST,Estonia,2018,2018,16.55525,Male
EST,Estonia,2019,2019,16.5579,Male
EST,Estonia,2020,2020,16.61121,Male
EST,Estonia,2021,2021,16.80972,Male
EST,Estonia,2022,2022,16.85848,Male
40630,Latin America and the Caribbean,2017,2017,15.01532,Male
40630,Latin America and the Caribbean,2018,2018,15.08706,Male
40630,Latin America and the Caribbean,2019,2019,15.14667,Male
40630,Latin America and the Caribbean,2020,2020,15.229,Male
40630,Latin America and the Caribbean,2021,2021,15.33639,Male
40630,Latin America and the Caribbean,2022,2022,15.32868,Male
40618,Central and Southern Asia,2017,2017,11.4057,Male
40618,Central and Southern Asia,2018,2018,10.85202,Male
40618,Central and Southern Asia,2019,2019,10.95065,Male
40618,Central and Southern Asia,2020,2020,11.13595,Male
40618,Central and Southern Asia,2021,2021,11.30518,Male
40618,Central and Southern Asia,2022,2022,11.69901,Male
40334,Least Developed Countries,2017,2017,8.90789,Male
40334,Least Developed Countries,2018,2018,9.04105,Male
40334,Least Developed Countries,2019,2019,9.12944,Male
MDG,Madagascar,2018,2018,9.82464,Male
MDG,Madagascar,2019,2019,9.27724,Male
NOR,Norway,2017,2017,18.78519,Male
NOR,Norway,2018,2018,18.87774,Male
NOR,Norway,2019,2019,18.96408,Male
NOR,Norway,2020,2020,19.07895,Male
NOR,Norway,2021,2021,19.52136,Male
NPL,Nepal,2017,2017,12.41463,Male
NPL,Nepal,2019,2019,12.55796,Male
NPL,Nepal,2020,2020,12.46627,Male
40520,Latin America and the Caribbean,2017,2017,14.20786,Male
40520,Latin America and the Caribbean,2018,2018,14.23803,Male
40520,Latin America and the Caribbean,2019,2019,14.23359,Male
40520,Latin America and the Caribbean,2020,2020,14.21126,Male
40520,Latin America and the Caribbean,2021,2021,14.14921,Male
40520,Latin America and the Caribbean,2022,2022,14.14979,Male
HKG,"China, Hong Kong Special Administrative Region",2017,2017,16.55104,Male
HKG,"China, Hong Kong Special Administrative Region",2018,2018,16.84246,Male
HKG,"China, Hong Kong Special Administrative Region",2019,2019,16.93955,Male
HKG,"China, Hong Kong Special Administrative Region",2020,2020,17.12826,Male
HKG,"China, Hong Kong Special Administrative Region",2021,2021,17.56233,Male
HKG,"China, Hong Kong Special Administrative Region",2022,2022,17.33457,Male
BEN,Benin,2020,2020,9.46247,Male
BEN,Benin,2021,2021,9.60493,Male
FRA,France,2017,2017,15.39769,Male
FRA,France,2018,2018,15.49095,Male
FRA,France,2019,2019,15.50574,Male
FRA,France,2020,2020,15.54038,Male
FRA,France,2021,2021,15.58458,Male
FRA,France,2022,2022,15.61709,Male
AFG,Afghanistan,2018,2018,12.96442,Male
40525,Arab States,2017,2017,11.32022,Male
40525,Arab States,2018,2018,11.49056,Male
40525,Arab States,2019,2019,11.63272,Male
40525,Arab States,2020,2020,11.70201,Male
40525,Arab States,2021,2021,11.76952,Male
CHE,Switzerland,2017,2017,16.15349,Male
CHE,Switzerland,2018,2018,16.24296,Male
CHE,Switzerland,2019,2019,16.34182,Male
CHE,Switzerland,2020,2020,16.46333,Male
CHE,Switzerland,2021,2021,16.67786,Male
CHE,Switzerland,2022,2022,16.79875,Male
PHL,Philippines,2017,2017,12.44195,Male
PHL,Philippines,2018,2018,12.43434,Male
PHL,Philippines,2019,2019,12.64123,Male
PHL,Philippines,2020,2020,12.37481,Male
GTM,Guatemala,2019,2019,10.6469,Male
PAK,Pakistan,2017,2017,7.65513,Male
PAK,Pakistan,2018,2018,7.95126,Male
PAK,Pakistan,2019,2019,8.17716,Male
HRV,Croatia,2017,2017,14.70589,Male
HRV,Croatia,2018,2018,14.73092,Male
HRV,Croatia,2019,2019,14.66767,Male
HRV,Croatia,2020,2020,14.66011,Male
HRV,Croatia,2021,2021,14.72341,Male
BDI,Burundi,2017,2017,10.4845,Male
BDI,Burundi,2018,2018,10.34485,Male
40043,Upper middle income countries,2017,2017,14.46576,Male
40043,Upper middle income countries,2018,2018,14.59896,Male
40043,Upper middle income countries,2019,2019,14.77861,Male
40043,Upper middle income countries,2020,2020,14.95696,Male
40043,Upper middle income countries,2021,2021,15.15823,Male
40043,Upper middle income countries,2022,2022,15.2822,Male
MNG,Mongolia,2019,2019,15.28515,Male
TON,Tonga,2020,2020,15.22015,Male
PER,Peru,2017,2017,14.51192,Male
KGZ,Kyrgyzstan,2017,2017,12.58061,Male
KGZ,Kyrgyzstan,2018,2018,12.56332,Male
KGZ,Kyrgyzstan,2019,2019,12.57027,Male
KGZ,Kyrgyzstan,2020,2020,12.75383,Male
KGZ,Kyrgyzstan,2021,2021,13.15699,Male
40642,Europe and Northern America,2017,2017,15.82997,Male
40642,Europe and Northern America,2018,2018,15.89151,Male
40642,Europe and Northern America,2019,2019,15.88292,Male
40642,Europe and Northern America,2020,2020,15.88723,Male
40642,Europe and Northern America,2021,2021,15.81995,Male
40642,Europe and Northern America,2022,2022,15.85483,Male
OMN,Oman,2017,2017,14.92529,Male
OMN,Oman,2018,2018,14.86847,Male
OMN,Oman,2019,2019,14.64418,Male
OMN,Oman,2020,2020,13.87254,Male
OMN,Oman,2021,2021,13.46503,Male
40617,Northern Africa and Western Asia,2017,2017,12.25902,Male
40617,Northern Africa and Western Asia,2018,2018,12.45936,Male
40617,Northern Africa and Western Asia,2019,2019,12.60146,Male
40617,Northern Africa and Western Asia,2020,2020,12.71099,Male
40617,Northern Africa and Western Asia,2021,2021,12.8232,Male
MDV,Maldives,2019,2019,11.26266,Male
AZE,Azerbaijan,2018,2018,13.2161,Male
AZE,Azerbaijan,2019,2019,13.3343,Male
AZE,Azerbaijan,2020,2020,12.54786,Male
AZE,Azerbaijan,2021,2021,12.62805,Male
AZE,Azerbaijan,2022,2022,12.74398,Male
AUS,Australia,2017,2017,22.39792,Male
AUS,Australia,2018,2018,21.00313,Male
AUS,Australia,2019,2019,22.01021,Male
AUS,Australia,2020,2020,21.73602,Male
AUS,Australia,2021,2021,21.98143,Male
AUS,Australia,2022,2022,21.48183,Male
UZB,Uzbekistan,2017,2017,11.79387,Male
UZB,Uzbekistan,2018,2018,12.00045,Male
UZB,Uzbekistan,2019,2019,12.28444,Male
UZB,Uzbekistan,2020,2020,12.0064,Male
UZB,Uzbekistan,2021,2021,12.02127,Male
40510,World,2017,2017,12.23558,Male
40510,World,2018,2018,12.16072,Male
40510,World,2019,2019,12.25032,Male
40510,World,2020,2020,12.39123,Male
40510,World,2021,2021,12.48,Male
40510,World,2022,2022,12.61754,Male
RUS,Russian Federation,2017,2017,15.09939,Male
RUS,Russian Federation,2018,2018,15.73216,Male
RUS,Russian Federation,2019,2019,15.73413,Male
RUS,Russian Federation,2020,2020,13.60529,Male
RUS,Russian Federation,2021,2021,13.5027,Male
RUS,Russian Federation,2022,2022,13.41428,Male
TUR,Türkiye,2017,2017,19.20394,Male
TUR,Türkiye,2018,2018,19.3805,Male
TUR,Türkiye,2019,2019,19.53996,Male
TUR,Türkiye,2020,2020,19.51246,Male
TUR,Türkiye,2021,2021,19.80444,Male
FIN,Finland,2017,2017,20.21212,Male
FIN,Finland,2018,2018,20.31839,Male
FIN,Finland,2019,2019,19.8794,Male
FIN,Finland,2020,2020,19.9711,Male
FIN,Finland,2021,2021,20.25945,Male
FIN,Finland,2022,2022,20.65835,Male
SYC,Seychelles,2017,2017,12.30264,Male
SYC,Seychelles,2018,2018,12.45769,Male
SYC,Seychelles,2019,2019,12.30957,Male
SYC,Seychelles,2020,2020,12.31721,Male
SYC,Seychelles,2021,2021,12.42627,Male
SYC,Seychelles,2022,2022,12.6085,Male
40611,Eastern Asia,2017,2017,13.58757,Male
40611,Eastern Asia,2018,2018,13.72707,Male
40611,Eastern Asia,2019,2019,13.90701,Male
40611,Eastern Asia,2020,2020,14.24687,Male
40611,Eastern Asia,2021,2021,14.56986,Male
40611,Eastern Asia,2022,2022,14.828,Male
DOM,Dominican Republic,2017,2017,15.55697,Male
DOM,Dominican Republic,2020,2020,15.36625,Male
DOM,Dominican Republic,2021,2021,14.78892,Male
BGD,Bangladesh,2017,2017,11.19708,Male
BGD,Bangladesh,2018,2018,11.65119,Male
BGD,Bangladesh,2020,2020,12.40667,Male
40606,Sub-Saharan Africa,2017,2017,9.65678,Male
IDN,Indonesia,2017,2017,13.80362,Male
IDN,Indonesia,2018,2018,13.86205,Male
MAR,Morocco,2017,2017,13.77802,Male
MAR,Morocco,2018,2018,13.90754,Male
MAR,Morocco,2019,2019,14.07904,Male
MAR,Morocco,2020,2020,14.21162,Male
MAR,Morocco,2021,2021,14.1926,Male
MAR,Morocco,2022,2022,14.68884,Male
URY,Uruguay,2021,2021,15.94714,Male
40530,Central and Eastern Europe,2017,2017,15.73854,Male
40530,Central and Eastern Europe,2018,2018,16.01401,Male
40530,Central and Eastern Europe,2019,2019,16.06697,Male
40530,Central and Eastern Europe,2020,2020,16.1078,Male
40530,Central and Eastern Europe,2021,2021,16.14791,Male
40530,Central and Eastern Europe,2022,2022,16.15014,Male
MYS,Malaysia,2017,2017,13.62692,Male
MYS,Malaysia,2018,2018,13.61396,Male
MYS,Malaysia,2019,2019,13.58307,Male
MYS,Malaysia,2020,2020,13.44345,Male
MYS,Malaysia,2021,2021,13.39497,Male
ARM,Armenia,2018,2018,13.58549,Male
ARM,Armenia,2019,2019,13.7418,Male
ARM,Armenia,2020,2020,13.76199,Male
ARM,Armenia,2021,2021,14.13381,Male
ARM,Armenia,2022,2022,14.02234,Male
40520,Latin America and the Caribbean,2017,2017,15.01531,Male
40520,Latin America and the Caribbean,2018,2018,15.08705,Male
40520,Latin America and the Caribbean,2019,2019,15.14665,Male
40520,Latin America and the Caribbean,2020,2020,15.22899,Male
40520,Latin America and the Caribbean,2021,2021,15.33638,Male
40520,Latin America and the Caribbean,2022,2022,15.32866,Male
POL,Poland,2017,2017,16.86481,Male
POL,Poland,2018,2018,16.73478,Male
POL,Poland,2019,2019,16.66987,Male
POL,Poland,2020,2020,16.59943,Male
POL,Poland,2021,2021,16.70746,Male
POL,Poland,2022,2022,17.04921,Male
DEU,Germany,2017,2017,16.98592,Male
DEU,Germany,2018,2018,17.05264,Male
DEU,Germany,2019,2019,17.26806,Male
DEU,Germany,2020,2020,17.22988,Male
DEU,Germany,2021,2021,17.31983,Male
MRT,Mauritania,2017,2017,7.9925,Male
MRT,Mauritania,2018,2018,8.46513,Male
MRT,Mauritania,2019,2019,8.76499,Male
MRT,Mauritania,2020,2020,8.16034,Male
EGY,Egypt,2017,2017,12.2233,Male
EGY,Egypt,2018,2018,12.47455,Male
EGY,Egypt,2020,2020,13.02345,Male
CHL,Chile,2017,2017,16.30686,Male
CHL,Chile,2018,2018,16.35615,Male
CHL,Chile,2019,2019,16.40881,Male
CHL,Chile,2020,2020,16.10942,Male
CHL,Chile,2021,2021,16.46308,Male
CHL,Chile,2022,2022,16.64814,Male
TUR,Türkiye,2017,2017,18.12502,Male
TUR,Türkiye,2018,2018,18.55944,Male
TUR,Türkiye,2019,2019,18.82059,Male
TUR,Türkiye,2020,2020,19.07266,Male
TUR,Türkiye,2021,2021,19.56439,Male
40500,North America and Western Europe,2017,2017,16.31402,Male
40500,North America and Western Europe,2018,2018,16.29066,Male
40500,North America and Western Europe,2019,2019,16.27867,Male
40500,North America and Western Europe,2020,2020,16.27545,Male
40500,North America and Western Europe,2021,2021,16.20212,Male
40500,North America and Western Europe,2022,2022,16.2454,Male
SRB,Serbia,2017,2017,15.48224,Male
SRB,Serbia,2018,2018,15.49904,Male
SRB,Serbia,2019,2019,15.43495,Male
SRB,Serbia,2020,2020,15.21388,Male
SRB,Serbia,2021,2021,15.27253,Male
SRB,Serbia,2022,2022,14.62045,Male
SMR,San Marino,2018,2018,12.27448,Male
SMR,San Marino,2019,2019,12.43733,Male
SMR,San Marino,2020,2020,13.01398,Male
SMR,San Marino,2021,2021,12.83869,Male
SMR,San Marino,2022,2022,12.88761,Male
SGP,Singapore,2017,2017,16.87475,Male
SGP,Singapore,2018,2018,16.9332,Male
SGP,Singapore,2019,2019,16.91782,Male
SGP,Singapore,2020,2020,16.92181,Male
SGP,Singapore,2021,2021,17.03402,Male
LAO,Lao People's Democratic Republic,2017,2017,10.66856,Male
LAO,Lao People's Democratic Republic,2018,2018,10.3981,Male
LAO,Lao People's Democratic Republic,2019,2019,10.27553,Male
LAO,Lao People's Democratic Republic,2020,2020,10.00139,Male
BRA,Brazil,2017,2017,15.79373,Male
BRA,Brazil,2018,2018,15.91962,Male
BRA,Brazil,2019,2019,15.91731,Male
BRA,Brazil,2020,2020,15.9354,Male
BRA,Brazil,2021,2021,16.22304,Male
40041,High income countries,2017,2017,16.93869,Male
40041,High income countries,2018,2018,16.91715,Male
40041,High income countries,2019,2019,16.98348,Male
40041,High income countries,2020,2020,16.97528,Male
40041,High income countries,2021,2021,17.08529,Male
40041,High income countries,2022,2022,17.11136,Male
ISR,Israel,2017,2017,14.43557,Male
ISR,Israel,2018,2018,14.36696,Male
ISR,Israel,2019,2019,14.23538,Male
ISR,Israel,2020,2020,14.30548,Male
ISR,Israel,2021,2021,14.49588,Male
PSE,Palestine,2017,2017,12.65168,Male
PSE,Palestine,2018,2018,12.62984,Male
PSE,Palestine,2019,2019,12.5719,Male
PSE,Palestine,2020,2020,12.50302,Male
PSE,Palestine,2021,2021,12.44565,Male
PSE,Palestine,2022,2022,12.35841,Male
BEL,Belgium,2017,2017,18.78293,Male
BEL,Belgium,2018,2018,18.59174,Male
BEL,Belgium,2019,2019,18.54634,Male
BEL,Belgium,2020,2020,18.26886,Male
BEL,Belgium,2021,2021,17.99295,Male
CYP,Cyprus,2017,2017,15.74377,Male
CYP,Cyprus,2018,2018,15.78167,Male
CYP,Cyprus,2019,2019,16.07844,Male
CYP,Cyprus,2020,2020,16.38664,Male
CYP,Cyprus,2021,2021,16.64412,Male
TZA,United Republic of Tanzania,2017,2017,7.94102,Male
TZA,United Republic of Tanzania,2019,2019,8.63881,Male
TZA,United Republic of Tanzania,2021,2021,8.45033,Male
PAK,Pakistan,2017,2017,6.33755,Male
PAK,Pakistan,2018,2018,6.61825,Male
PAK,Pakistan,2019,2019,7.06352,Male
40603,Northern Africa,2017,2017,12.09423,Male
40603,Northern Africa,2018,2018,12.31721,Male
40603,Northern Africa,2019,2019,12.48806,Male
40603,Northern Africa,2020,2020,12.58339,Male
40603,Northern Africa,2021,2021,12.66585,Male
40550,Small Island Developing States,2017,2017,11.52341,Male
40550,Small Island Developing States,2018,2018,11.57059,Male
40550,Small Island Developing States,2019,2019,11.62405,Male
40550,Small Island Developing States,2020,2020,11.55884,Male
40550,Small Island Developing States,2021,2021,11.37839,Male
KOR,Republic of Korea,2017,2017,15.87677,Male
KOR,Republic of Korea,2018,2018,15.89699,Male
KOR,Republic of Korea,2019,2019,15.94014,Male
KOR,Republic of Korea,2020,2020,15.96579,Male
KOR,Republic of Korea,2021,2021,16.13556,Male
KOR,Republic of Korea,2022,2022,16.28393,Male
AUT,Austria,2017,2017,16.31935,Male
AUT,Austria,2018,2018,16.37926,Male
AUT,Austria,2019,2019,16.45075,Male
AUT,Austria,2020,2020,16.52214,Male
AUT,Austria,2021,2021,16.8385,Male
GBR,United Kingdom of Great Britain and Northern Ireland,2017,2017,16.87508,Male
GBR,United Kingdom of Great Britain and Northern Ireland,2018,2018,16.60564,Male
GBR,United Kingdom of Great Britain and Northern Ireland,2019,2019,16.60697,Male
GBR,United Kingdom of Great Britain and Northern Ireland,2020,2020,16.5761,Male
GBR,United Kingdom of Great Britain and Northern Ireland,2021,2021,17.05068,Male
GBR,United Kingdom of Great Britain and Northern Ireland,2022,2022,16.91354,Male
40613,South-Eastern Asia,2017,2017,12.89071,Male
40613,South-Eastern Asia,2018,2018,12.9014,Male
40613,South-Eastern Asia,2019,2019,12.97691,Male
40613,South-Eastern Asia,2020,2020,12.95962,Male
40613,South-Eastern Asia,2021,2021,13.12892,Male
GEO,Georgia,2017,2017,15.81172,Male
GEO,Georgia,2018,2018,16.01951,Male
GEO,Georgia,2019,2019,16.29449,Male
GEO,Georgia,2020,2020,16.15139,Male
GEO,Georgia,2021,2021,16.39154,Male
GEO,Georgia,2022,2022,16.46576,Male
40614,Western Asia,2017,2017,13.27681,Male
40614,Western Asia,2018,2018,13.39549,Male
40614,Western Asia,2019,2019,13.49214,Male
40614,Western Asia,2020,2020,13.55768,Male
40614,Western Asia,2021,2021,13.67535,Male
40614,Western Asia,2022,2022,13.71846,Male
MKD,North Macedonia,2017,2017,13.42986,Male
MKD,North Macedonia,2018,2018,13.29535,Male
MKD,North Macedonia,2019,2019,13.13639,Male
MKD,North Macedonia,2020,2020,13.14543,Male
MKD,North Macedonia,2021,2021,13.429,Male
MKD,North Macedonia,2022,2022,13.57856,Male
RWA,Rwanda,2017,2017,11.1531,Male
RWA,Rwanda,2018,2018,10.81149,Male
RWA,Rwanda,2019,2019,10.88945,Male
RWA,Rwanda,2022,2022,11.49433,Male
ECU,Ecuador,2018,2018,15.01103,Male
ECU,Ecuador,2019,2019,14.77847,Male
ECU,Ecuador,2020,2020,15.30182,Male
BLZ,Belize,2017,2017,12.94362,Male
BLZ,Belize,2018,2018,12.99148,Male
BLZ,Belize,2019,2019,12.97905,Male
BLZ,Belize,2020,2020,12.79092,Male
BLZ,Belize,2021,2021,12.55363,Male
BLZ,Belize,2022,2022,12.05408,Male
PRT,Portugal,2017,2017,16.2926,Male
PRT,Portugal,2018,2018,16.33828,Male
PRT,Portugal,2019,2019,16.41724,Male
PRT,Portugal,2020,2020,16.46873,Male
PRT,Portugal,2021,2021,16.57933,Male
LCA,Saint Lucia,2017,2017,14.73552,Male
LCA,Saint Lucia,2018,2018,14.57681,Male
LCA,Saint Lucia,2019,2019,13.31603,Male
LCA,Saint Lucia,2020,2020,13.29777,Male
LCA,Saint Lucia,2022,2022,13.43453,Male
AZE,Azerbaijan,2018,2018,13.43628,Male
AZE,Azerbaijan,2019,2019,13.64858,Male
AZE,Azerbaijan,2020,2020,12.72765,Male
AZE,Azerbaijan,2021,2021,12.73447,Male
AZE,Azerbaijan,2022,2022,12.67574,Male
ROU,Romania,2017,2017,13.85111,Male
ROU,Romania,2018,2018,13.94508,Male
ROU,Romania,2019,2019,13.97002,Male
ROU,Romania,2020,2020,14.82732,Male
ROU,Romania,2021,2021,13.99918,Male
VAT,Holy See,2017,2017,,Male
VAT,Holy See,2018,2018,,Male
VAT,Holy See,2019,2019,,Male
VAT,Holy See,2020,2020,,Male
VAT,Holy See,2021,2021,,Male
VAT,Holy See,2022,2022,,Male
VAT,Holy See,2023,2023,,Male
MLT,Malta,2017,2017,15.91905,Male
MLT,Malta,2018,2018,16.10957,Male
MLT,Malta,2019,2019,16.1382,Male
MLT,Malta,2020,2020,16.16622,Male
MLT,Malta,2021,2021,16.61197,Male
MLT,Malta,2022,2022,16.62427,Male
ISL,Iceland,2017,2017,17.68963,Male
ISL,Iceland,2018,2018,17.47699,Male
ISL,Iceland,2019,2019,17.1559,Male
ISL,Iceland,2020,2020,17.1394,Male
ISL,Iceland,2021,2021,17.83466,Male
NLD,Netherlands,2017,2017,18.65835,Male
NLD,Netherlands,2018,2018,18.55822,Male
NLD,Netherlands,2020,2020,18.70557,Male
NLD,Netherlands,2021,2021,18.94419,Male
BFA,Burkina Faso,2017,2017,8.84923,Male
BFA,Burkina Faso,2018,2018,9.14273,Male
BFA,Burkina Faso,2019,2019,9.04479,Male
BFA,Burkina Faso,2020,2020,8.84642,Male
BFA,Burkina Faso,2021,2021,8.72078,Male
BFA,Burkina Faso,2022,2022,8.00153,Male
LTU,Lithuania,2017,2017,16.38776,Male
LTU,Lithuania,2018,2018,16.29754,Male
LTU,Lithuania,2019,2019,16.01029,Male
LTU,Lithuania,2020,2020,15.84598,Male
LTU,Lithuania,2021,2021,15.7969,Male
ESP,Spain,2017,2017,17.90936,Male
ESP,Spain,2018,2018,17.98947,Male
ESP,Spain,2019,2019,18.02186,Male
ESP,Spain,2020,2020,18.03096,Male
ESP,Spain,2021,2021,18.43926,Male
DNK,Denmark,2017,2017,18.21694,Male
DNK,Denmark,2018,2018,18.1355,Male
DNK,Denmark,2019,2019,18.04604,Male
DNK,Denmark,2020,2020,18.04153,Male
DNK,Denmark,2021,2021,18.19271,Male
DNK,Denmark,2022,2022,18.10002,Male
LVA,Latvia,2017,2017,15.77667,Male
LVA,Latvia,2018,2018,15.81379,Male
LVA,Latvia,2019,2019,15.91833,Male
LVA,Latvia,2020,2020,15.89343,Male
LVA,Latvia,2021,2021,15.89213,Male
LVA,Latvia,2022,2022,15.74544,Male
40640,Northern America ,2017,2017,17.26617,Male
40640,Northern America ,2018,2018,17.24803,Male
40640,Northern America ,2019,2019,17.2684,Male
40640,Northern America ,2020,2020,17.24871,Male
40640,Northern America ,2021,2021,17.19686,Male
40640,Northern America ,2022,2022,17.25669,Male
40540,Sub-Saharan Africa,2017,2017,9.66575,Male
40515,East Asia and the Pacific,2017,2017,13.39933,Male
40515,East Asia and the Pacific,2018,2018,13.48616,Male
40515,East Asia and the Pacific,2019,2019,13.63118,Male
40515,East Asia and the Pacific,2020,2020,13.84135,Male
40515,East Asia and the Pacific,2021,2021,14.09095,Male
40515,East Asia and the Pacific,2022,2022,14.28085,Male
KAZ,Kazakhstan,2017,2017,13.93867,Male
KAZ,Kazakhstan,2018,2018,14.09527,Male
KAZ,Kazakhstan,2019,2019,14.31106,Male
KAZ,Kazakhstan,2020,2020,14.61164,Male
BGR,Bulgaria,2017,2017,14.887,Male
BGR,Bulgaria,2018,2018,14.70811,Male
BGR,Bulgaria,2019,2019,14.52337,Male
BGR,Bulgaria,2020,2020,14.29481,Male
BGR,Bulgaria,2021,2021,14.12745,Male
DZA,Algeria,2022,2022,16.26418,Male
SWE,Sweden,2017,2017,17.86141,Male
SWE,Sweden,2018,2018,17.77835,Male
SWE,Sweden,2019,2019,17.32243,Male
SWE,Sweden,2020,2020,17.30953,Male
SWE,Sweden,2021,2021,17.51425,Male
SWE,Sweden,2022,2022,17.38843,Male
TGO,Togo,2017,2017,13.62176,Male
ARE,United Arab Emirates,2017,2017,16.01968,Male
ARE,United Arab Emirates,2020,2020,19.75328,Male
40616,Southern Asia,2017,2017,11.16549,Male
40616,Southern Asia,2018,2018,10.99643,Male
40616,Southern Asia,2019,2019,10.99246,Male
40616,Southern Asia,2020,2020,11.31686,Male
40616,Southern Asia,2021,2021,11.53943,Male
40616,Southern Asia,2022,2022,11.88714,Male
ARG,Argentina,2017,2017,19.27321,Male
ARG,Argentina,2018,2018,19.31156,Male
ARG,Argentina,2019,2019,19.63069,Male
ARG,Argentina,2020,2020,20.03861,Male
ARG,Argentina,2021,2021,20.9149,Male
NZL,New Zealand,2017,2017,17.55066,Male
NZL,New Zealand,2018,2018,17.32427,Male
NZL,New Zealand,2019,2019,18.90193,Male
NZL,New Zealand,2020,2020,18.67567,Male
NZL,New Zealand,2021,2021,19.19735,Male
IRL,Ireland,2017,2017,18.79073,Male
IRL,Ireland,2018,2018,20.23127,Male
IRL,Ireland,2019,2019,19.2366,Male
IRL,Ireland,2020,2020,19.22914,Male
IRL,Ireland,2021,2021,19.4758,Male
CIV,Côte d'Ivoire,2017,2017,8.68615,Male
CIV,Côte d'Ivoire,2019,2019,9.27916,Male
CIV,Côte d'Ivoire,2020,2020,9.53283,Male
40675,World,2017,2017,12.23558,Male
40675,World,2018,2018,12.16072,Male
40675,World,2019,2019,12.25032,Male
40675,World,2020,2020,12.39123,Male
40675,World,2021,2021,12.48,Male
40675,World,2022,2022,12.61754,Male
SEN,Senegal,2019,2019,8.47511,Male
SEN,Senegal,2020,2020,8.54503,Male
SEN,Senegal,2021,2021,8.44111,Male
SEN,Senegal,2022,2022,8.42006,Male
CZE,Czechia,2017,2017,17.43717,Male
CZE,Czechia,2018,2018,16.66438,Male
CZE,Czechia,2019,2019,16.66478,Male
CZE,Czechia,2020,2020,16.72308,Male
CZE,Czechia,2021,2021,16.93661,Male
BTN,Bhutan,2018,2018,12.39581,Male
MUS,Mauritius,2017,2017,14.19288,Male
MUS,Mauritius,2018,2018,14.22205,Male
MUS,Mauritius,2019,2019,14.49372,Male
MUS,Mauritius,2020,2020,14.05864,Male
40042,Lower middle income countries,2017,2017,10.99162,Male
40042,Lower middle income countries,2018,2018,10.71183,Male
40042,Lower middle income countries,2019,2019,10.83026,Male
40042,Lower middle income countries,2020,2020,10.97911,Male
40042,Lower middle income countries,2021,2021,11.1111,Male
40042,Lower middle income countries,2022,2022,11.33514,Male
DOM,Dominican Republic,2017,2017,13.76869,Male
DOM,Dominican Republic,2020,2020,13.39978,Male
DOM,Dominican Republic,2021,2021,12.35814,Male
SUR,Suriname,2021,2021,11.33802,Male
PRI,Puerto Rico,2018,2018,18.3609,Male
SGP,Singapore,2017,2017,16.53925,Male
SGP,Singapore,2018,2018,16.6086,Male
SGP,Singapore,2019,2019,16.62373,Male
SGP,Singapore,2020,2020,16.70577,Male
SGP,Singapore,2021,2021,16.81064,Male
TKM,Turkmenistan,2019,2019,12.21359,Male
TKM,Turkmenistan,2020,2020,12.4861,Male
TKM,Turkmenistan,2021,2021,12.93895,Male
TKM,Turkmenistan,2022,2022,13.23245,Male
MHL,Marshall Islands,2019,2019,15.12618,Male
MHL,Marshall Islands,2022,2022,15.80325,Male
SUR,Suriname,2021,2021,10.58965,Male
JPN,Japan,2017,2017,15.3447,Male
JPN,Japan,2018,2018,15.36118,Male
JPN,Japan,2019,2019,15.40706,Male
JPN,Japan,2020,2020,15.42417,Male
JPN,Japan,2021,2021,15.394,Male
JPN,Japan,2017,2017,15.4289,Male
JPN,Japan,2018,2018,15.43761,Male
JPN,Japan,2019,2019,15.4736,Male
JPN,Japan,2020,2020,15.48671,Male
JPN,Japan,2021,2021,15.46965,Male
BIH,Bosnia and Herzegovina,2017,2017,13.98637,Male
BIH,Bosnia and Herzegovina,2018,2018,13.95415,Male
BIH,Bosnia and Herzegovina,2019,2019,13.85529,Male
BIH,Bosnia and Herzegovina,2020,2020,13.6861,Male
